,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,IPSL-CM6A-LR-r1i1p1f1,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r1i1p1f2,CanESM5-r1i1p1f1
2006-02-01,7.03633793647218,7.032431332410368,6.9133732118016145,6.914598187844575,7.042515129839491,7.199617643077649
2006-03-01,7.124764209708657,7.12085760564684,7.001799485038093,7.003024461081053,7.1309414030759655,7.298600005199379
2006-04-01,7.149849354424659,7.145942750362844,7.026884629754092,7.028109605797058,7.156026547791967,7.158467850982125
2006-05-01,6.962696288242482,6.9587896841806645,6.839731563571914,6.8409565396148775,6.968873481609791,7.012194650540988
2006-06-01,6.73426174506136,6.730355140999542,6.6112970203907935,6.612521996433755,6.74043893842867,6.729163433266803
2006-07-01,6.694484128035331,6.690577523973514,6.571519403364763,6.572744379407728,6.700661321402642,6.689385816240773
2006-08-01,6.676459767146858,6.672553163085041,6.5534950424762926,6.5547200185192525,6.6826369605141664,6.6713614553523
2006-09-01,6.581022113226839,6.577115509165021,6.458057388556267,6.4592823645992326,6.5871993065941465,6.575923801432279
2006-10-01,6.5617647278634585,6.557858123801642,6.438800003192892,6.440024979235855,6.567941921230768,6.556666416068901
2006-11-01,6.5590449813110485,6.555138377249231,6.436080256640482,6.437305232683443,6.5652221746783574,6.553946669516492
2006-12-01,6.712609301105611,6.708702697043794,6.589644576435045,6.590869552478008,6.718786494472924,6.707510989311056
2007-01-01,6.853833664824016,6.879333840175747,6.743378317441831,6.783960007111747,6.871318334192567,6.865092468541737
2007-02-01,7.005262075097916,7.030762250449648,6.963996985964353,6.935388417385648,7.022746744466468,7.016520878815638
2007-03-01,7.0936883483343935,7.119188523686124,7.044465021189141,7.023814690622125,7.111173017702946,7.104947152052113
2007-04-01,7.118773493050394,7.144273668402125,7.009629486623905,7.048899835338126,7.1362581624189465,7.130032296768115
2007-05-01,6.931620426868213,6.957120602219947,6.8469623146252285,6.861746769155946,6.949105096236768,6.942879230585937
2007-06-01,6.703185883687098,6.728686059038825,6.7041459813586135,6.6333122259748265,6.708656260274424,6.714444687404817
2007-07-01,6.663408266661066,6.6889084420127976,6.693193797809035,6.593534608948798,6.6808929360296165,6.6746670703787885
2007-08-01,6.6453839057725945,6.675181090106393,6.5362538570513244,6.5755102480603265,6.662868575141144,6.656642709490313
2007-09-01,6.549946251852576,6.594369651284829,6.439469832790518,6.480072594140303,6.567430921221124,6.561205055570293
2007-10-01,6.530688866489196,6.556189041840925,6.4215588177679255,6.460815208776926,6.548173535857747,6.541947670206916
2007-11-01,6.5279691199367855,6.553469295288514,6.4188390712155154,6.458095462224512,6.545453789305335,6.539227923654504
2007-12-01,6.681533439731349,6.707033615083077,6.572403391010081,6.611659782019077,6.6990181090999,6.692792243449069
2008-01-01,6.854067080439386,6.862014985464032,6.730461559313008,6.755172212486659,6.870883090517642,6.844877033472282
